id,output
619,(ORDER (PIZZAORDER pleas arrange to get (NUMBER a ) (SIZE large ) pie with (TOPPING feta ) and (TOPPING sausage ) along (NUMBER with ) (QUANTITY new ) york style ) )
620,(ORDER lets get (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING lamb ) and (TOPPING additional ) cheese without onion ) )
621,(ORDER i would (PIZZAORDER like to get 1 (TOPPING pizza ) make (NUMBER it ) (SIZE a ) small and i'd like (NUMBER it ) with onions and chicken but please do not make it with atiny bit of ) )
622,(ORDER id like (PIZZAORDER (NUMBER to ) put in (NOT (TOPPING an ) order (NUMBER for ) (NUMBER a ) pie and (TOPPING i'd ) like (NUMBER it ) if it (NUMBER came ) with pepperonis sun-dried tomatoes as well as green olives thank you so ) ) )
623,(ORDER i would (PIZZAORDER (TOPPING like ) your (NUMBER five ) (SIZE large ) (TOPPING lemon ) zest capers and onion pizza ) )
624,(ORDER (PIZZAORDER can you (NUMBER oder ) (NUMBER 1 ) (TOPPING med ) pepperoni pizza (NUMBER with ) (DRINKTYPE onions ) and (NUMBER mushrooms ) and two med 7 up ) )
625,(ORDER i would (PIZZAORDER (NUMBER like ) to place (TOPPING an ) order for (NUMBER seven ) (SIZE lunch ) ccumber pizzas (QUANTITY with ) a lotof (TOPPING parmesan ) on top ) )
626,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood to (NOT (TOPPING try ) 7 sauteed spinach and lettuce pies with no pepperoni ) ) )
627,(ORDER (PIZZAORDER hi how are you okay tday i'd like to order one (NUMBER pizza ) along with (TOPPING roasted ) red onion and (NUMBER some ) buffalo sauce but avoid thin crust ) )
628,(ORDER i would like (PIZZAORDER to go (NUMBER for ) (SIZE medium ) pizza with (TOPPING salami ) and (TOPPING low ) fat chese and onions ) )
629,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood to (NOT (TOPPING try ) a medium-size (NUMBER pizza ) (SIZE and ) on it i'll take (TOPPING sweet ) corn tuna and (NOT (TOPPING definitely ) mushrooms ) ) )
630,(ORDER i need (PIZZAORDER (NUMBER a ) (TOPPING sauce ) and (TOPPING oregano ) pizza with no (NOT (TOPPING tuna ) ) ) )
631,(ORDER i need (PIZZAORDER to (NUMBER order ) a xl pizza with mint and (TOPPING grilled ) chicken and (NUMBER a ) (DRINKTYPE xl ) Sports drinks ) )
632,(ORDER i would (PIZZAORDER (NUMBER like ) to go for (NUMBER 1 ) (DRINKTYPE ice tea ) with no sugar (DRINKTYPE two dr ) peppers and (NUMBER four ) (DRINKTYPE med pepsis ) ) )
633,(ORDER i'd apprciate (PIZZAORDER (NUMBER two ) (TOPPING xl ) pies with (NUMBER mushy ) peas and (TOPPING goat ) cheese (TOPPING but ) hold pesto ) )
634,(ORDER i would like (PIZZAORDER to try (TOPPING the ) (NUMBER 1 ) (SIZE large-size ) pizza with hamburger and (TOPPING bacon ) and no liht (NOT (TOPPING cheese ) ) ) )
635,(ORDER i wanna (PIZZAORDER get (NUMBER a ) (SIZE medium ) onion and (TOPPING lamb ) pie with (QUANTITY a ) lot of (TOPPING sweet ) potatoes ) )
636,(ORDER (PIZZAORDER would like (NUMBER a ) pie and (TOPPING i'd ) love some (TOPPING zucchini ) on there as well as feta and i like the a tiny bit of cheese a lot thanks ) )
637,(ORDER i wanted (PIZZAORDER (NUMBER a ) pizza and (TOPPING make ) (TOPPING it ) smal (TOPPING and ) i want bell pppers (STYLE and ) sausage on there but leave the bacon off ) )
638,(ORDER let me (PIZZAORDER pick (NUMBER a ) (SIZE medium-size ) pizza with broccoli sausage (TOPPING and ) (TOPPING onions ) ) )
639,(ORDER tonight i want (PIZZAORDER (NUMBER a ) (SIZE large-size ) pie with chicken vegan (TOPPING pepperoni ) pineapple ) )
640,(ORDER i (PIZZAORDER am (NUMBER going ) (STYLE to ) need (NUMBER a ) (TOPPING med ) pizza with (TOPPING shrimp ) and (TOPPING yellow ) peppes that (QUANTITY is ) not (TOPPING stuffed ) crust ) )
641,(ORDER repeat my favorite (PIZZAORDER order (NUMBER of ) (SIZE 1 ) large-size pie along with cheddar (TOPPING cheese ) bbq chicken but hold tuna ) )
642,(ORDER (PIZZAORDER makean order for (NUMBER a ) pizza with (TOPPING vegan ) pepperoni and (TOPPING zucchini ) and (NUMBER no ) vegges lover please ) )
643,(ORDER i would like (PIZZAORDER 1 pie which (TOPPING is ) med in (NUMBER size ) along with (TOPPING more ) broccoli and blue cheese but no pepperoni ) )
644,(ORDER i'm ready (PIZZAORDER to have a medium-sized (NUMBER tuna ) (SIZE and ) mushroom pizza no bacon ) )
645,(ORDER i just need (PIZZAORDER (SIZE a ) small pizza with (TOPPING zucchini ) and (TOPPING onions ) and a (QUANTITY medium ) pepperoni (TOPPING pizza ) with more cheese and a small water ) )
646,(ORDER (PIZZAORDER (NUMBER oay ) let me (NOT (TOPPING think ) i'll have a xl (NUMBER pie ) (SIZE with ) bbq sauce (TOPPING a ) lot of (QUANTITY buffalo ) sauce (TOPPING and ) (TOPPING pesto ) ) ) )
647,(ORDER i need (PIZZAORDER o (NUMBER place ) an (TOPPING order ) for (NUMBER 1 ) (SIZE large ) pie with (TOPPING cucumber ) and high-rise (QUANTITY but ) (TOPPING do ) not add (QUANTITY banana ) (TOPPING peppers ) please ) )
648,(ORDER (PIZZAORDER plase can (NOT (TOPPING i ) have a (NUMBER medium-size ) (SIZE grilled ) chicken and roasted garlic pizza (NUMBER with ) (TOPPING bacon ) ) ) )
649,(ORDER i would (PIZZAORDER like (NUMBER to ) place an (TOPPING order ) for (NUMBER a ) (SIZE extra ) lare pizza (QUANTITY with ) roastedred peppers mushrooms and light on the cheese ) )
650,(ORDER i need (PIZZAORDER to order a (TOPPING lrge ) hams and (TOPPING bellpeppers ) pizza with (NOT (STYLE no ) ham ) ) )
651,(ORDER would like (PIZZAORDER (NUMBER a ) pizza with (TOPPING green ) olives and (TOPPING jalapenos ) and (TOPPING truffle ) oil ) )
652,(ORDER (PIZZAORDER i think i'll (NUMBER try ) 1 large (QUANTITY pizza ) (SIZE with ) capers and (TOPPING leeks ) with (NUMBER 1 ) large Sparklng (QUANTITY lemonade ) ) )
653,(ORDER (PIZZAORDER (NUMBER how ) about fixing (TOPPING me ) up with (NUMBER a ) (SIZE large-size ) pizza with ham peppers (TOPPING and ) mushrooms ) )
654,(ORDER (PIZZAORDER can you arrange (NUMBER a ) (SIZE medium-sized ) pizza for me and (TOPPING i'd ) like canadian artichokes and artichokes on (TOPPING it ) and double cheese please ) )
655,(ORDER please ordr a (PIZZAORDER (NUMBER xl ) (TOPPING chiken ) and pepperoni pie no tuna ) )
656,(ORDER looking for (PIZZAORDER (NUMBER one ) (SIZE extra ) (STYLE lrge ) pizza with zucchini (TOPPING tuna ) and hold the pesto (NOT (TOPPING please ) ) ) )
657,(ORDER i just (PIZZAORDER (TOPPING want ) a (TOPPING xl ) balsamic glaze (TOPPING and ) prosciutto pizza with no prawns please ) )
658,(ORDER let mesecure 1 (PIZZAORDER (NUMBER pizza ) without pan with (TOPPING zcchini ) (TOPPING and ) peppers (TOPPING please ) ) )
659,(ORDER i'll go (PIZZAORDER (NUMBER for ) (STYLE the ) 1 pizza with parmasean tomatoes (TOPPING and ) roasted red (TOPPING peppers ) ) )
660,(ORDER (PIZZAORDER (NUMBER hllo ) my order (TOPPING is ) for a (NUMBER extra ) (SIZE large ) pizza with ricotta (TOPPING cheese ) broccoi and hold the (NOT (TOPPING pesto ) please ) ) )
661,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) pizza with (TOPPING pesto ) and (TOPPING pepperoni ) ) )
662,(ORDER (PIZZAORDER (NUMBER set ) me up (NOT (TOPPING wih ) a (NUMBER large-size ) (SIZE duck ) and carrots pizza no pineapples ) ) )
663,(ORDER i feel (PIZZAORDER (NUMBER lke ) having a (NUMBER medium-size ) (SIZE pizza ) and ground beef with (TOPPING a ) rizzle cheese but (TOPPING avoid ) mushrooms ) )
664,(ORDER please (PIZZAORDER order e (NUMBER a ) (SIZE large-sze ) red peppers sauce and sweet corn (NUMBER pie ) with no red (NOT (TOPPING peppers ) ) ) )
665,(ORDER (PIZZAORDER can you handl (NUMBER this ) (STYLE order ) a (QUANTITY lunch ) stuff (TOPPING crust ) (TOPPING buffalo ) sauce and chicken (TOPPING pie ) ) )
666,(ORDER (PIZZAORDER (NUMBER 5 ) (SIZE lunch ) pizzas with (TOPPING poppy ) seeds ) )
667,(ORDER (PIZZAORDER (NUMBER how ) abou setting (TOPPING me ) up a (TOPPING xl ) hawiian pizza without the sweet corn ) )
668,(ORDER i think (PIZZAORDER ill grab a (TOPPING xl ) green peppers and (TOPPING cherry ) tomatoes pie no ham ) )
669,(ORDER i prefer (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING carrots ) and extra (TOPPING red ) (TOPPING cabbage ) but without any (NOT (TOPPING tuna ) please ) ) )
670,(ORDER (PIZZAORDER i'd like (NUMBER to ) (STYLE order ) just a personal pie and (TOPPING i'd ) like ham on there as well as (TOPPING bacon ) but definitely no onions thanks ) )
671,(ORDER please (PIZZAORDER i would (NUMBER like ) a pizza with (TOPPING grilled ) chicken parsly and (TOPPING pepperoni ) on it ) )
672,(ORDER (PIZZAORDER put in the (NOT (TOPPING order ) for (TOPPING a ) basil tofu (TOPPING pizza ) with no jalapenos ) ) )
673,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) pizza with (TOPPING chorizo ) and (TOPPING chicken ) ) )
674,(ORDER (PIZZAORDER let's settle (TOPPING on ) 1 medim-size (NUMBER pizza ) (SIZE with ) salami and grilled chicken (TOPPING 1 ) medim-size (TOPPING pizza ) with salami and (SIZE mushrooms ) and 1 medim-size pizza with ham black olives and onions ) )
675,(ORDER (PIZZAORDER (NUMBER how ) about fixing (TOPPING me ) u with (NUMBER one ) (SIZE large-size ) pie along with pesto (TOPPING sauce ) and vegetarian (NUMBER but ) hold pepperoni ) )
676,(ORDER (PIZZAORDER i'l try fourteen (NUMBER kombucha ) (DRINKTYPE a ) coke and five (NUMBER small ) (DRINKTYPE fantas ) ) )
677,(ORDER have eleven (PIZZAORDER (NUMBER gluten-free ) (STYLE crust ) red peppers pies (NOT (TOPPING with ) no chicken ) ) )
678,(ORDER (PIZZAORDER (NUMBER six ) (SIZE medium-size ) pizzas with red onions (TOPPING and ) a two (NUMBER liter ) (VOLUME coca-cola ) ) )
679,(ORDER i wish to (PIZZAORDER have (NUMBER a ) pizza with (TOPPING alfredo ) chicken and mushroom and no arugula please ) )
680,(ORDER (PIZZAORDER (NUMBER good ) evening for (NOT (TOPPING tonight ) i'll take a (NUMBER medium-size ) (SIZE meat ) lovers blackbeans pie with (TOPPING a ) (TOPPING little ) bit (NUMBER cheese ) for me ) ) )
681,(ORDER (PIZZAORDER (NUMBER my ) order (TOPPING tonight ) (TOPPING is ) for (NUMBER a ) (SIZE meium-size ) green olives and (TOPPING pepperonis ) pie (TOPPING and ) i do not want pineapple ) )
682,(ORDER i'd like to (PIZZAORDER (TOPPING order ) (TOPPING a ) veggies (TOPPING lover ) a lot (QUANTITY of ) parmesan pizza without any garlic powder ) )
683,(ORDER i would (PIZZAORDER lie (NUMBER to ) (STYLE go ) for one (QUANTITY a ) tiny bit of large pizza with a tiny bit (TOPPING of ) onion and (TOPPING also ) peppers and pesto toppings plus a cokes ) )
684,(ORDER (PIZZAORDER (NUMBER how ) abut setting (TOPPING me ) up a large (QUANTITY sun-dried ) (TOPPING tomatoes ) and pesto sauce (TOPPING pizza ) with no bell (NOT (STYLE peppers ) please ) ) )
685,(ORDER could i settle (PIZZAORDER (NUMBER on ) (SIZE a ) xl pie along (TOPPING with ) (TOPPING gorgonzola ) and some a bunchof (TOPPING sauce ) but hold pepperoni ) )
686,(ORDER tonight i want (PIZZAORDER (NUMBER a ) (TOPPING pie ) in (NUMBER small ) (SIZE size ) along with (TOPPING pesto ) and parmesan with no (NOT (TOPPING a ) drizzle cheese and a Soy milk ) ) )
687,(ORDER let me (PIZZAORDER (NUMBER secure ) a pizza with (TOPPING with ) chard geen olives (TOPPING and ) bacon ) )
688,(ORDER i eed an (PIZZAORDER (NUMBER order ) (STYLE of ) a large pizza with banana (TOPPING peppers ) bell peppers hot peppers onions (TOPPING and ) bacon and (NUMBER four ) (SIZE medium ) (DRINKTYPE Protein ) shakes ) )
689,(ORDER (PIZZAORDER do me (NUMBER a ) favor and (TOPPING please ) put up (NUMBER a ) (TOPPING med ) pizza (TOPPING with ) (TOPPING artichokes ) gruyere cheese onions and mushrooms with a med pineapple soda ) )
690,(ORDER i need (PIZZAORDER (NUMBER to ) put in (NOT (TOPPING an ) order for (TOPPING a ) oregano and (TOPPING pesto ) pizza without (NOT (STYLE the ) big meat ) ) )
691,(ORDER i'd like to (PIZZAORDER (NUMBER put ) an order in for a medium-ize (NUMBER pie ) (SIZE with ) stuffed crust peas and (TOPPING chicken ) ) )
692,(ORDER i will (PIZZAORDER (NUMBER try ) a hummus cheddar (TOPPING cheese ) and banana (TOPPING pepper ) pie please ) )
693,(ORDER i amtrying (PIZZAORDER (NUMBER to ) (TOPPING order ) a mdium (NUMBER pizza ) (TOPPING with ) black olives (TOPPING gorgonzola ) and olives add (TOPPING a ) diet pepsis too ) )
694,(ORDER (PIZZAORDER (NUMBER hi ) how are (NOT (TOPPING you ) i have an order (NUMBER for ) (SIZE one ) medium pizza (TOPPING with ) alfredo chicken (TOPPING and ) garlic but i don't (NOT (TOPPING want ) any peppers on it ) ) )
695,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING green ) olives and (TOPPING roasted ) red peppers and (NUMBER a ) (SIZE second ) small pizza with (TOPPING basil ) and green peppers (NUMBER and ) (SIZE four ) (DRINKTYPE medium ) Fruit punch ) )
696,(ORDER (PIZZAORDER (NUMBER reeat ) my order (TOPPING for ) a medium (NUMBER mexican ) (SIZE pizza ) without green olives or bell peppers and (NUMBER a ) small (NUMBER pepperoni ) (SIZE pizza ) with more cheese and four (NUMBER medium ) (DRINKTYPE diet ) pepsis ) )
697,(ORDER i only (PIZZAORDER (TOPPING want ) elven small (SIZE pizzas ) and please (TOPPING do ) them both with (TOPPING tofu ) and oregano and make sure there's no olives ) )
698,(ORDER i'd like (PIZZAORDER to (NUMBER place ) an order (TOPPING for ) a pizza with sauce pesto (TOPPING sauce ) and beef (TOPPING please ) ) )
699,(ORDER (PIZZAORDER (STYLE let's ) see want a (NUMBER a ) (DRINKTYPE pepsi ) six (DRINKTYPE fantas ) and (NUMBER a ) (NUMBER lrge-size ) (DRINKTYPE diet ) (DRINKTYPE sprite for ) me ) )
700,(ORDER i need (PIZZAORDER you to begin (TOPPING an ) order for (NUMBER a ) xl pizza (TOPPING with ) olives salami (TOPPING and ) chicken ) )
701,(ORDER (PIZZAORDER (TOPPING could ) i setle (NUMBER on ) (SIZE 15 ) small (TOPPING black ) beans pizzas and (NUMBER one ) (SIZE large ) (DRINKTYPE vegetarian ) pizza ) )
702,(ORDER i'd (PIZZAORDER lie (NUMBER to ) (STYLE stick ) with twelve hams (TOPPING and ) banana (TOPPING peppr ) pizzas with no mushrooms ) )
703,(ORDER (PIZZAORDER please i would (NUMBER like ) (SIZE a ) (STYLE medum ) pizza with (TOPPING chorizo ) (TOPPING and ) a (QUANTITY bunch ) of (TOPPING green ) (TOPPING bell ) pepers and no tuna please ) )
704,(ORDER i need (PIZZAORDER (NUMBER to ) (NUMBER get ) (NUMBER one ) large-size pie with sauteed spinach (TOPPING and ) black beans but (TOPPING avoid ) pickled onions ) )
705,(ORDER i (PIZZAORDER 'd (NUMBER like ) to get 1 (NUMBER pizza ) with vegan (TOPPING pepperoni ) and pineapples without hawaiian ) )
706,(ORDER (PIZZAORDER let's put in for (NOT (TOPPING a ) small (NUMBER pie ) (SIZE with ) chicken pesto (TOPPING and ) bacon ) ) )
707,(ORDER (PIZZAORDER (NUMBER for ) tonigt i just (NUMBER want ) (CONTAINERTYPE 1 ) pizza with shrimp (TOPPING and ) prawns (TOPPING and ) leave off the bay (NOT (TOPPING leaves ) ) ) )
708,(ORDER i (PIZZAORDER think i'll grab ten large-size (NUMBER pizzas ) (SIZE with ) sweet ptatoes mushrooms and (TOPPING peppers ) ) )
709,(ORDER can i choose (PIZZAORDER (NUMBER a ) (STYLE xl ) pizza with (TOPPING lamb ) and blue cheese and without any (NOT (TOPPING jalepeno ) peppers please ) ) )
710,(ORDER (PIZZAORDER (NUMBER woul ) like a (NUMBER etra ) (SIZE large ) pepperoni (DRINKTYPE and ) (DRINKTYPE a ) etra (NUMBER large ) (SIZE extra ) (DRINKTYPE cheese ) pizza (SIZE with ) (SIZE a ) (DRINKTYPE two ) liter (NUMBER 7 ) (VOLUME up ) ) )
711,(ORDER ok i want (PIZZAORDER (NUMBER one ) (SIZE meium-sized ) pizza with parmesan and lemon (TOPPING zest ) but (TOPPING i ) don't want any gorgozola on it ) )
712,(ORDER ok i wnt (PIZZAORDER (TOPPING fifteen ) parmesan and (TOPPING pepperoni ) pizza (TOPPING but ) i don't want pesto topping okay ) )
713,(ORDER i'd enjy (PIZZAORDER (NUMBER having ) a pizza and i (NUMBER want ) pesto and (TOPPING bacon ) and i guess ham (NOT (TOPPING also ) thanks so much ) ) )
714,(ORDER (PIZZAORDER (NUMBER hi ) hw are (NOT (TOPPING you ) i want to order (NUMBER 1 ) (SIZE small ) jalepeno peppers pizza with peppers feta and (TOPPING green ) olives and a small 7 us ) ) )
715,(ORDER (PIZZAORDER can youarrange (NUMBER three ) medium-sized greenpeppers (NUMBER supeme ) (SIZE pizzas ) and two (TOPPING Juice ) boxes ) )
716,(ORDER (PIZZAORDER (NUMBER hi ) how are (NOT (TOPPING you ) i have an order for (NUMBER a ) gluten-ree crust pizza with (TOPPING red ) cabbage and yellow peppers and a fantas please ) ) )
717,(ORDER (PIZZAORDER i'd like (NUMBER to ) order (TOPPING 1 ) medium-ize (NUMBER pie ) (SIZE along ) mushrom and pepperoni (TOPPING pineapple ) ) )
718,(ORDER order one (PIZZAORDER xl pizza please (TOPPING for ) toppings i'd love (TOPPING smoked ) salmon feta but i don't want green peppers okay that's it ) )
719,(ORDER (PIZZAORDER i love to have (NUMBER a ) (SIZE personal ) jalepenos and (TOPPING bell ) peppers pizza with no (NOT (TOPPING tomao ) please ) ) )
720,(ORDER (PIZZAORDER (NUMBER just ) (SIZE a ) medium-size pizza with garlic and (TOPPING bbq ) chicken (TOPPING but ) no pepperonis ) )
721,(ORDER i (PIZZAORDER guess i'll get (NOT (TOPPING a ) medium-sized (NUMBER cherry ) (SIZE tomatoes ) and broccoli (TOPPING pie ) with extra (TOPPING cheese ) on it ) ) )
722,(ORDER (PIZZAORDER i am goingto need (NUMBER 9 ) (TOPPING meium-sized ) low fat cheese (NOT (TOPPING pizzas ) and one large (NUMBER mushroom ) (SIZE and ) sausage pizza ) ) )
723,(ORDER i'm aiming (PIZZAORDER for a tomatoe (TOPPING sauce ) and pesto pizza (TOPPING with ) no deep ish ) )
724,(ORDER (PIZZAORDER (NUMBER please ) help me (NUMBER order ) eleven pizzas (TOPPING with ) cheese (TOPPING and ) pineapple but no hummus please ) )
725,(ORDER could i opt (PIZZAORDER (NUMBER or ) (SIZE 1 ) personal pizza with (TOPPING gorgonzoa ) and chicken (TOPPING but ) hold the (QUANTITY a ) little bit cheese ) )
726,(ORDER please i want (PIZZAORDER (NUMBER a ) (STYLE med ) pizza with (TOPPING jalepenos ) onions and (TOPPING olives ) add (NUMBER a ) (DRINKTYPE dietpepsi too ) ) )
727,(ORDER let me (PIZZAORDER (NUMBER secure ) (SIZE a ) large pie with (TOPPING smoked ) salmon supreme and (NOT (TOPPING no ) jalepenos please ) ) )
728,(ORDER i would (PIZZAORDER (NUMBER like ) to get (NUMBER 4 ) (SIZE medium-size ) canadian bacon (TOPPING and ) feta (TOPPING cheese ) pies ) )
729,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE total ) of a medium-sized cumin (TOPPING pizza ) with light cheese (TOPPING and ) no onions ) )
730,(ORDER i'd try (PIZZAORDER a (NUMBER pie ) with ground beef (TOPPING and ) peppers but (TOPPING no ) smoked salmon please ) )
731,(ORDER i want (PIZZAORDER (NUMBER t ) (NUMBER order ) a pizza with (TOPPING parmasean ) jalepenos and (TOPPING truffle ) oil please ) )
732,(ORDER get e (PIZZAORDER (NUMBER a ) (SIZE medium-sized ) arugula canadian (TOPPING bacon ) and carrots pizza ) )
733,(ORDER i would (PIZZAORDER like (NUMBER have ) 14 pizzas (TOPPING with ) pepperonis (TOPPING and ) bay leaves but (STYLE do ) not add yellow peppers ) )
734,(ORDER (PIZZAORDER (NUMBER hello ) my order is (NUMBER for ) 3 lnch (TOPPING pizzas ) with (TOPPING mushy ) eas (NUMBER and ) (QUANTITY a ) tiny bit of (TOPPING cheese ) and no pesto ) )
735,(ORDER (PIZZAORDER i think i'll (NUMBER try ) (TOPPING a ) med (NUMBER pie ) (TOPPING with ) capers and (TOPPING light ) on smoked (TOPPING salmon ) and (TOPPING ham ) ) )
736,(ORDER (PIZZAORDER (NUMBER want ) (SIZE medium-size ) pie that contains pesto (TOPPING sauce ) and fontina cheese (TOPPING please ) ) )
737,(ORDER let me (PIZZAORDER (NUMBER try ) (SIZE a ) large pizza with (TOPPING pickles ) bell peppers pepperoni (TOPPING and ) lettuce ) )
738,(ORDER (PIZZAORDER (STYLE let's ) try one medium thin (TOPPING crust ) bnana peppers roasted garlic cherry tomatoes and mushroom pizza with a (SIZE large ) (DRINKTYPE Apple juice ) and a large coke ) )
