id,tops,order
1122,(ORDER (PIZZAORDER today i'd like two onions (NUMBER and ) (TOPPING fontina ) cheese pizza with (TOPPING no ) tuna ) ),today i'd like two onions and fontina cheese pizza with no tuna
1123,(ORDER (PIZZAORDER i think i'll stick with a medium (NUMBER pizza ) (SIZE with ) artichokes and (TOPPING spicy ) red (TOPPING sauce ) with doule basil on the top ) ),i think i'll stick with a medium pizza with artichokes and spicy red sauce with doule basil on the top
1124,(ORDER (PIZZAORDER i would love to have (NUMBER a ) (SIZE extra ) large pizza with (TOPPING pesto ) and ham and (NUMBER a ) (SIZE extra ) large pizza with (TOPPING pepperoni ) and pesto and (NUMBER a ) (SIZE small ) (SIZE pizza ) with mushrooms and ) ),i would love to have a extra large pizza with pesto and ham and a extra large pizza with pepperoni and pesto and a small pizza with mushrooms and green peppers
1125,(ORDER i want (PIZZAORDER to get (NUMBER 14 ) (STYLE med ) (TOPPING onion ) pizzas with (TOPPING pan ) and no (NOT (TOPPING olives ) ) ) ),i want to get 14 med onion pizzas with pan and no olives
1126,(ORDER pleasecan i have a (PIZZAORDER (NUMBER medium ) (SIZE cherry ) tomatoes (TOPPING pizza ) with alittle cheese and two medium (NUMBER ice ) (SIZE tea ) ) ),pleasecan i have a medium cherry tomatoes pizza with alittle cheese and two medium ice tea
1127,(ORDER i'm ready (PIZZAORDER to have a large (NUMBER size ) (SIZE pie ) that has cumin and (TOPPING feta ) no (TOPPING sriracha ) sauce please ) ),i'm ready to have a large size pie that has cumin and feta no sriracha sauce please
1128,(ORDER i'd like (PIZZAORDER a total (NUMBER of ) a medum-size (SIZE pie ) and for toppings make them hams bayleaves (TOPPING as ) well as (TOPPING mushrooms ) (TOPPING i ) appreciate it ) ),i'd like a total of a medum-size pie and for toppings make them hams bayleaves as well as mushrooms i appreciate it
1129,(ORDER i think i'll (PIZZAORDER stick with a pizza (NUMBER and ) for toppings make (TOPPING it ) red peppers (TOPPING olive ) and might as well go for lemn zest too ) ),i think i'll stick with a pizza and for toppings make it red peppers olive and might as well go for lemn zest too
1130,(ORDER (PIZZAORDER i'd like o put in an order for five pizzas (NUMBER with ) arugula lamb (TOPPING and ) ground bef ) ),i'd like o put in an order for five pizzas with arugula lamb and ground bef
1131,(ORDER (PIZZAORDER okay let me think okay i'll take 1 lage-size (NUMBER pan ) pizza ) ),okay let me think okay i'll take 1 lage-size pan pizza
1132,(ORDER i am (PIZZAORDER trying to order (NUMBER one ) (SIZE large-size ) pie and i think i'll go for toppings of garlic and i guess cicken also i don't like hawaiian thanks ) ),i am trying to order one large-size pie and i think i'll go for toppings of garlic and i guess cicken also i don't like hawaiian thanks
1133,(ORDER want eleven (PIZZAORDER feta (TOPPING cheese ) (TOPPING parmasean ) and capers pie ) ),want eleven feta cheese parmasean and capers pie
1134,(ORDER i'dlike to (PIZZAORDER order just a lnch pie (SIZE and ) i'll try it with black beans and mushrooms please no (TOPPING lght ) (TOPPING on ) cheese (TOPPING that's ) it ) ),i'dlike to order just a lnch pie and i'll try it with black beans and mushrooms please no lght on cheese that's it
1135,(ORDER i wish to (PIZZAORDER have 7 (TOPPING tomato ) and (TOPPING cheddar ) cheese pie with no (NOT (TOPPING beef ) ) ) ),i wish to have 7 tomato and cheddar cheese pie with no beef
1136,(ORDER repeat my (PIZZAORDER (NUMBER 1 ) (STYLE med ) poppy seeds pizza and (NUMBER a ) (VOLUME two liter ) of (DRINKTYPE doctor peppers ) ) ),repeat my 1 med poppy seeds pizza and a two liter of doctor peppers
1137,(ORDER (PIZZAORDER make sure to get me (NUMBER 8 ) pies in lunch size along with (TOPPING goat ) (TOPPING cheese ) and (TOPPING red ) onios ) ),make sure to get me 8 pies in lunch size along with goat cheese and red onios
1138,(ORDER i'l try (PIZZAORDER two xl (NUMBER new ) (SIZE york ) style lamb (TOPPING and ) (TOPPING ham ) pizzas (TOPPING with ) two large ice (SIZE teas ) (TOPPING with ) no sugar ) ),i'l try two xl new york style lamb and ham pizzas with two large ice teas with no sugar
1139,(ORDER please may i (PIZZAORDER have (NUMBER a ) (SIZE large ) pizza with leeks grilled (TOPPING chicken ) and olives (TOPPING and ) three (NUMBER large ) (SIZE diet ) (DRINKTYPE sprites ) ) ),please may i have a large pizza with leeks grilled chicken and olives and three large diet sprites
1140,(ORDER (PIZZAORDER (NUMBER fifteen ) xl pizzas with gorgonzoa (TOPPING and ) ham ) ),fifteen xl pizzas with gorgonzoa and ham
1141,(ORDER (PIZZAORDER put in the order for (NUMBER 14 ) lage pizzas with prosciutto sausage and tuna ) ),put in the order for 14 lage pizzas with prosciutto sausage and tuna
1142,(ORDER place an (PIZZAORDER order for (NUMBER a ) (STYLE meat ) lovers (TOPPING arugula ) pizza with no (NOT (TOPPING truffle ) oil ) ) ),place an order for a meat lovers arugula pizza with no truffle oil
1143,(ORDER (PIZZAORDER do me (NUMBER a ) favo and please put up 6 pies with bacon (TOPPING and ) onions (TOPPING but ) without any chicken ) ),do me a favo and please put up 6 pies with bacon and onions but without any chicken
1144,(ORDER (PIZZAORDER how about plaing two (NUMBER order ) for two jalepeno (TOPPING peppers ) (TOPPING and ) cheddar cheese pizza i don't want any mushrooms on it and i'd like it meium-size ) ),how about plaing two order for two jalepeno peppers and cheddar cheese pizza i don't want any mushrooms on it and i'd like it meium-size
1145,(ORDER i would (PIZZAORDER like to ordr a (SIZE medium-sized ) (SIZE roasted ) tomatoes pizza (STYLE with ) (TOPPING mint ) and onions ) ),i would like to ordr a medium-sized roasted tomatoes pizza with mint and onions
1146,(ORDER (PIZZAORDER my order for today is for (NUMBER a ) (STYLE med ) pie and (TOPPING artichokes ) pineapples but hold on light cheese ) ),my order for today is for a med pie and artichokes pineapples but hold on light cheese
1147,(ORDER repeat my last (PIZZAORDER order of (SIZE a ) everyhing hot (TOPPING peppers ) (TOPPING and ) lettuce (TOPPING pie ) ) ),repeat my last order of a everyhing hot peppers and lettuce pie
1148,(ORDER i'm going (PIZZAORDER toorder a xl anchovies (NUMBER pizza ) with fresh lamb ) ),i'm going toorder a xl anchovies pizza with fresh lamb
1149,(ORDER (PIZZAORDER fetch me (NUMBER a ) pizza and i want (TOPPING green ) bell (TOPPING peppers ) as (TOPPING well ) as sweet potatoes please no pepperoni that's it ) ),fetch me a pizza and i want green bell peppers as well as sweet potatoes please no pepperoni that's it
1150,(ORDER do a (PIZZAORDER large-size pie with no sauteed spinach ) ),do a large-size pie with no sauteed spinach
1151,(ORDER (PIZZAORDER can you handle this order (NUMBER a ) (SIZE lunch ) bacon cherry (TOPPING tomatoes ) and (TOPPING sausage ) pizza ) ),can you handle this order a lunch bacon cherry tomatoes and sausage pizza
1152,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE extra ) large pizzas with (TOPPING pepper ) (TOPPING cherry ) (TOPPING tomatoes ) and (TOPPING olives ) ) ),thirteen extra large pizzas with pepper cherry tomatoes and olives
1153,(ORDER i (PIZZAORDER just want fifteen lemon six mediu-size (NUMBER cokes ) (SIZE and ) (DRINKTYPE six ) mediu-size fantas ) ),i just want fifteen lemon six mediu-size cokes and six mediu-size fantas
1154,(ORDER i feel like (PIZZAORDER going with (SIZE a ) (SIZE extra ) large pizza with (TOPPING feta ) (TOPPING cheese ) and (TOPPING spinach ) on it no (NOT (TOPPING parsley ) ) ) ),i feel like going with a extra large pizza with feta cheese and spinach on it no parsley
1155,(ORDER i think (PIZZAORDER i'll have a xl (NUMBER pizza ) and i want that deep dish also i (TOPPING want ) jalepeno peppers on (NOT (TOPPING there ) as well as sausage ) ) ),i think i'll have a xl pizza and i want that deep dish also i want jalepeno peppers on there as well as sausage
1156,(ORDER i like (PIZZAORDER to try (NUMBER one ) pizza and i'd like hot peppers (QUANTITY deep ) (TOPPING dish ) and (TOPPING please ) leave off the peppers thanks ) ),i like to try one pizza and i'd like hot peppers deep dish and please leave off the peppers thanks
1157,(ORDER (PIZZAORDER my order today is for (NUMBER a ) pizza that has (TOPPING spicy ) red sauce and (NUMBER a ) drizzle cheese no bacon though ) ),my order today is for a pizza that has spicy red sauce and a drizzle cheese no bacon though
1158,(ORDER id like (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING lettuce ) and a little (STYLE cheese ) and don't put olives on it ) ),id like a large pizza with lettuce and a little cheese and don't put olives on it
1159,(ORDER i'm going (PIZZAORDER to have a medium (NUMBER pizza ) (SIZE with ) hamburger and (TOPPING ham ) with (TOPPING no ) light on cheese ) ),i'm going to have a medium pizza with hamburger and ham with no light on cheese
1160,(ORDER i want (PIZZAORDER to (NUMBER a ) (SIZE medium ) gren pepper (TOPPING and ) mushroom (TOPPING pizza ) with no pesto ) ),i want to a medium gren pepper and mushroom pizza with no pesto
1161,(ORDER could i settle (PIZZAORDER on (NUMBER a ) medim-sized cherry toatoes and (TOPPING ham ) (TOPPING pizza ) pie but do not put onions on it ) ),could i settle on a medim-sized cherry toatoes and ham pizza pie but do not put onions on it
1162,(ORDER (PIZZAORDER begin an order for (NUMBER 14 ) (SIZE small ) pizzas with (TOPPING salami ) (TOPPING olive ) and (TOPPING psto ) ) ),begin an order for 14 small pizzas with salami olive and psto
1163,(ORDER (PIZZAORDER let's put in for a lunch (NUMBER pizza ) (SIZE with ) red onion (TOPPING gorgonzola ) and no (TOPPING peppers ) ) ),let's put in for a lunch pizza with red onion gorgonzola and no peppers
1164,(ORDER i want (PIZZAORDER to place an order for (NUMBER a ) pizza and definitely doule tomato (TOPPING sauce ) (TOPPING and ) how about some peppers (TOPPING too ) but leave the (NOT (TOPPING pesto ) off it that's all ) ) ),i want to place an order for a pizza and definitely doule tomato sauce and how about some peppers too but leave the pesto off it that's all
1165,(ORDER (PIZZAORDER reeat my a pizza (NUMBER with ) no artichokes ) ),reeat my a pizza with no artichokes
1166,(ORDER i'm going (PIZZAORDER to order one medium-size (NUMBER five ) (SIZE topping ) pizza with the (STYLE toppings ) being ricotta cheese (TOPPING bell ) peppers sweet (TOPPING corn ) black olives and sausage ) ),i'm going to order one medium-size five topping pizza with the toppings being ricotta cheese bell peppers sweet corn black olives and sausage
1167,(ORDER i'd like (PIZZAORDER to secure a extralarge (NUMBER pizza ) (SIZE with ) additional lettuce sausage and ham ) ),i'd like to secure a extralarge pizza with additional lettuce sausage and ham
1168,(ORDER (PIZZAORDER today ineed a (NUMBER lunch ) (SIZE olive ) (TOPPING and ) ham (TOPPING pizza ) no a bunch of cheese (TOPPING though ) ) ),today ineed a lunch olive and ham pizza no a bunch of cheese though
1169,(ORDER (PIZZAORDER (SIZE just ) pie with (TOPPING psto ) and (NUMBER a ) rizzle cheese ) ),just pie with psto and a rizzle cheese
1170,(ORDER looking or (PIZZAORDER (NUMBER a ) (TOPPING pesto ) sauce and (TOPPING bacon ) (TOPPING pizza ) without the (NOT (TOPPING more ) cheese ) ) ),looking or a pesto sauce and bacon pizza without the more cheese
1171,(ORDER i would (PIZZAORDER lik to go for four (NUMBER liht ) on lage pies with onions bacon but (TOPPING no ) (TOPPING liht ) on cheese ) ),i would lik to go for four liht on lage pies with onions bacon but no liht on cheese
1172,(ORDER (PIZZAORDER how abou grabbing 1 (NUMBER medium-size ) (SIZE cumin ) pesto and (TOPPING olive ) pizza ) ),how abou grabbing 1 medium-size cumin pesto and olive pizza
1173,(ORDER o i want (PIZZAORDER (NUMBER 1 ) (SIZE medium-size ) truffle oil metball and olive (TOPPING pizza ) ) ),o i want 1 medium-size truffle oil metball and olive pizza
1174,(ORDER i need (PIZZAORDER an orde of two (NUMBER large ) (SIZE pizzas ) peppers and (TOPPING mushrooms ) no onions ) ),i need an orde of two large pizzas peppers and mushrooms no onions
1175,(ORDER (PIZZAORDER do (NUMBER a ) pie with (TOPPING pepperoni ) (TOPPING leeks ) and (TOPPING tomatoe ) sauce ) ),do a pie with pepperoni leeks and tomatoe sauce
1176,(ORDER (PIZZAORDER (NUMBER four ) (SIZE largesize ) vegan pepperoni (TOPPING and ) (TOPPING basil ) pizzas (TOPPING with ) a two (NUMBER liter ) of sven (DRINKTYPE up ) ) ),four largesize vegan pepperoni and basil pizzas with a two liter of sven up
1177,(ORDER can i please (PIZZAORDER (NUMBER get ) (SIZE medium-sized ) pizza along with black beans (TOPPING and ) (TOPPING pesto ) but (TOPPING hold ) pepperoni ) ),can i please get medium-sized pizza along with black beans and pesto but hold pepperoni
1178,(ORDER (PIZZAORDER get (SIZE a ) tuna pizza (SIZE medium-sized ) without any gorgonzola and it (NOT (TOPPING should ) with everything ) ) ),get a tuna pizza medium-sized without any gorgonzola and it should with everything
1179,(ORDER have a (PIZZAORDER (SIZE medium-sized ) (SIZE chorizo ) and oregano pie (TOPPING with ) no peppers ) ),have a medium-sized chorizo and oregano pie with no peppers
1180,(ORDER please i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING light ) on (TOPPING red ) onion and sauteed spinach and no vegan pepperoni (NOT (TOPPING please ) ) ) ),please i want a pizza with light on red onion and sauteed spinach and no vegan pepperoni please
1181,(ORDER (PIZZAORDER for today please make me (NUMBER a ) (SIZE large-size ) pizza with anchvies and (TOPPING mushrooms ) but without (TOPPING bacon ) ) ),for today please make me a large-size pizza with anchvies and mushrooms but without bacon
1182,(ORDER (PIZZAORDER let's see i want a 1 (NUMBER pizza ) with peas and (TOPPING high-rise ) and (TOPPING tomato ) thanks ) ),let's see i want a 1 pizza with peas and high-rise and tomato thanks
1183,(ORDER (PIZZAORDER let's finalize with a mediu-sized pica (NUMBER with ) (STYLE blue ) cheese (SIZE no ) pesto and pan ) ),let's finalize with a mediu-sized pica with blue cheese no pesto and pan
1184,(ORDER i'd like (PIZZAORDER to try a large-size (SIZE pizza ) (SIZE with ) mushrooms extra shrimp and (STYLE pesto ) (QUANTITY please ) (TOPPING add ) one (TOPPING pepsi ) ) ),i'd like to try a large-size pizza with mushrooms extra shrimp and pesto please add one pepsi
1185,(ORDER please may i (PIZZAORDER have (NUMBER a ) (SIZE personal ) pizza with (TOPPING parsley ) (TOPPING peppers ) and (TOPPING olives ) please ) ),please may i have a personal pizza with parsley peppers and olives please
1186,(ORDER i have (PIZZAORDER (NUMBER 4 ) (SIZE mdium-sized ) pizzas with fontina cheese mushrooms and (TOPPING peppers ) ) ),i have 4 mdium-sized pizzas with fontina cheese mushrooms and peppers
1187,(ORDER (PIZZAORDER good afternoon can i please have (NUMBER a ) (SIZE medium-size ) cheeseburger and (TOPPING meatball ) pizza (TOPPING with ) no red peppers ) ),good afternoon can i please have a medium-size cheeseburger and meatball pizza with no red peppers
1188,(ORDER i'd like (PIZZAORDER to putan order in for a pizza which has cumin (TOPPING and ) (TOPPING pepperoni ) hummus ) ),i'd like to putan order in for a pizza which has cumin and pepperoni hummus
1189,(ORDER (PIZZAORDER hi how are you i have anorder for a pizza with balsamic (TOPPING glaze ) (TOPPING and ) italian (TOPPING sausage ) without any pineapple ) ),hi how are you i have anorder for a pizza with balsamic glaze and italian sausage without any pineapple
1190,(ORDER i'd like (PIZZAORDER to place an order for twelve large (NUMBER pepperonis ) (SIZE and ) mushroom pizzas (TOPPING and ) one small pizza (SIZE with ) chicken bacon and (TOPPING black ) olives and a litle bit cheese and ) ),i'd like to place an order for twelve large pepperonis and mushroom pizzas and one small pizza with chicken bacon and black olives and a litle bit cheese and a two liter bottle of pineapple soda
